"# total is calibrated WITHIN k (the normalisation caps are pair-fitted); compare rows by percentile_within_k, never a triple's total against a pair's. deduped_into names the better combination that makes the same claim with an interchangeable part; blank means this row is the family representative."
rank,k,ids,parts,usd,total,percentile_within_k,synergy,emergent_keys,new_route_keys,multiplicity_incidental_keys,shared_phenomena,shared_kinds,compensation_channels,compensation_source,compensation_doubtful,failure_independence,tau_decades,time_mode,tau_confidence,tau_lower_bound,novelty,esp32_verdict,boards_that_fit,family_signature,deduped_into,equivalent_swaps,reasoning,confound
191,2,S014|S142,HDC3022 humidity + temp|Ultrasonic liquid (through-wall),32,0.46,99.748,1.0,,snow-depth,,,,S142>S014:water-immersion@1|S014>S142:temperature-drift@1,prose,0,1.0,1.0,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S012+S140,,S012+S142,"HDC3022 humidity + temp + Ultrasonic liquid (through-wall): Ultrasonic liquid (through-wall) measures `liquid-level`, which is exactly what fools HDC3022 humidity + temp (water immersion, splash and wetting), plus 1 further correction channel(s); together they open a new route to `snow-depth`; their time constants differ by 1.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Temperature-honest snow depth: Fresh powder absorbs 40 kHz and returns nothing (the ultrasonic absorption wall); the US-100's onboard compensation helps but measure air temp on the mount arm, in shade, for the real correction. The correction is only as good as the co-location — Ultrasonic liquid (through-wall) must sit in the same air/on the same surface as HDC3022 humidity + temp or it is correcting a different place."
192,2,S015|S142,SHT31 weatherproof probe|Ultrasonic liquid (through-wall),37,0.46,99.748,1.0,,snow-depth,,,,S142>S015:water-immersion@1|S015>S142:temperature-drift@1,prose,0,1.0,1.0,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S015+S140,,,"SHT31 weatherproof probe + Ultrasonic liquid (through-wall): Ultrasonic liquid (through-wall) measures `liquid-level`, which is exactly what fools SHT31 weatherproof probe (water immersion, splash and wetting), plus 1 further correction channel(s); together they open a new route to `snow-depth`; their time constants differ by 1.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Temperature-honest snow depth: Fresh powder absorbs 40 kHz and returns nothing (the ultrasonic absorption wall); the US-100's onboard compensation helps but measure air temp on the mount arm, in shade, for the real correction. The correction is only as good as the co-location — Ultrasonic liquid (through-wall) must sit in the same air/on the same surface as SHT31 weatherproof probe or it is correcting a different place."
193,2,S087|S145,INMP441 I2S MEMS mic|INA226/INA228 precision power,9,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,3.041,unknown,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S144,,,"INMP441 I2S MEMS mic + INA226/INA228 precision power: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 3.0 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
194,2,S087|S148,INMP441 I2S MEMS mic|PZEM-004T AC power module,14,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,6.519,unknown,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S148,,,"INMP441 I2S MEMS mic + PZEM-004T AC power module: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 6.5 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
195,2,S087|S257,INMP441 I2S MEMS mic|Eastron SDM120-Modbus DIN energy meter,41.0,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,6.519,unknown,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S087+S257,,,"INMP441 I2S MEMS mic + Eastron SDM120-Modbus DIN energy meter: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 6.5 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
196,2,S087|S378,INMP441 I2S MEMS mic|INA700 power monitor with on-die shunt,7.0,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,,unknown,none,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S378,,,"INMP441 I2S MEMS mic + INA700 power monitor with on-die shunt: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
197,2,S087|S379,INMP441 I2S MEMS mic|ATM90E32AS polyphase energy metering AFE,7.0,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,,unknown,none,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S379,,,"INMP441 I2S MEMS mic + ATM90E32AS polyphase energy metering AFE: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
198,2,S087|S380,INMP441 I2S MEMS mic|ADE7953 dual-channel single-phase energy meter,6.5,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,2.692,unknown,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S380,,,"INMP441 I2S MEMS mic + ADE7953 dual-channel single-phase energy meter: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 2.7 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
199,2,S087|S381,INMP441 I2S MEMS mic|BL0940 calibration-free mains metering IC,4.5,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,,unknown,none,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S087+S381,,,"INMP441 I2S MEMS mic + BL0940 calibration-free mains metering IC: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
200,2,S098|S326,HX711 + load cell|Heimann HTPA32x32d thermopile array,145.0,0.46,99.748,1.0,,stove-left-on,,,,S326>S098:sunlight-ir@1|S326>S098:temperature-drift@1,prose,0,1.0,1.0,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S098+S326,,,"HX711 + load cell + Heimann HTPA32x32d thermopile array: Heimann HTPA32x32d thermopile array measures `temperature-remote`, which is exactly what fools HX711 + load cell (sunlight and ambient infrared), plus 1 further correction channel(s); together they open a new route to `stove-left-on`; their time constants differ by 1.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Stove-left-on sentinel: An IR thermometer sees one spot: aim at the hob centre, or use a thermal array for whole-hob coverage. Reflective pans under-read (emissivity again). The correction is only as good as the co-location — Heimann HTPA32x32d thermopile array must sit in the same air/on the same surface as HX711 + load cell or it is correcting a different place."
201,2,S145|S208,INA226/INA228 precision power|MAX4466 adjustable mic amp,12,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,3.477,unknown,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S144+S208,,,"INA226/INA228 precision power + MAX4466 adjustable mic amp: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 3.5 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
202,2,S148|S208,PZEM-004T AC power module|MAX4466 adjustable mic amp,17,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,0.0,unknown,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S148+S208,,,"PZEM-004T AC power module + MAX4466 adjustable mic amp: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 0.0 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
203,2,S208|S257,MAX4466 adjustable mic amp|Eastron SDM120-Modbus DIN energy meter,44.0,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,0.0,unknown,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S208+S257,,,"MAX4466 adjustable mic amp + Eastron SDM120-Modbus DIN energy meter: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; their time constants differ by 0.0 decades, scored as `unknown` (no timing rule applies to this claim).","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
204,2,S208|S378,MAX4466 adjustable mic amp|INA700 power monitor with on-die shunt,10.0,0.46,99.748,9.0,cost-per-use|energy-waste-unoccupied|recording-authenticity,,,,,,,0,1.0,,unknown,none,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S208+S378,,,"MAX4466 adjustable mic amp + INA700 power monitor with on-die shunt: together they reach `cost-per-use`, `energy-waste-unoccupied`, `recording-authenticity`, which no member reaches alone; time constants are `unknown` for at least one member, so nothing is claimed about their timing.","ENF recording authenticator: Battery-powered outdoor recordings carry no hum; heavy audio compression notches 50 Hz out. Absence of match ≠ forgery — it is absence of evidence. And at least one time constant is unknown, so the two channels may not even be comparable in time."
